"Search Results"

"Summary"
"Saved on","26/2/2024, 12:56:18 pm"
"Searched for","chinese"
"In index(es)","/Users/Terry 1/Documents/History/Sands&McDougall/S&M1865-1945.pdx"
"","/Users/Terry 1/Documents/History/Sands&McDougall1950-1974/Sands&McDougall1950-1974.pdx"
"Number of document(s) found","23"             
"Number of instance(s) found","2408"           

"File name","Title","Page","Search Instance"
"S&M1870.pdf","","39","Continue 15| Th|Chinese Joss-h,op. Em.h.1866|4 34(7 17|"
"S&M1870.pdf","","50","Livingston & Co., Chinese produce merchants Crixnese Cius Housg, Sam Yup McCord, Mrs. Kwong "
"S&M1870.pdf","","51","ÅeWar Chin, Chinese eating-house Right-of-way 78"
"S&M1870.pdf","","102","984 Fong Fat, Chinese fancy repository 98% Miller, T., photographer and tobacconist 100 Troedel, "
"S&M1870.pdf","","190","Vacant 12 Vacant CHINESE Joss HoUsE 14 Croucher, Mrs., nurse 20 Appleby, Mrs., milliner "
"S&M1870.pdf","","203","51 Abboo Massung, Chinese lodging house 97 Parsons, Mrs. O Stiff, James 101 Bennett, "
"S&M1870.pdf","","204","Gibson, John 61 CHINESE Joss HouUsk 67 Fagan, Thomas 69 Spencer, Thomas, grocer 73 "
"S&M1870.pdf","","316","street Highett-street CHINESE GA RDENS Stirling,G. P., pottery Bridge-road Stirling, G., "
"S&M1870.pdf","","330","W, Cosgrove, John Chinese gardens Highett-street Separation-streetÅ\West-side Vicloria-street Liitle "
"S&M1870.pdf","","389",". Abboo, M., Chinese Club, 51 Park-st., Em. H. Abbott, Å\, 8 Orr-"
"S&M1870.pdf","","390","Rd. Ah Leung, Chinese boardinghse., Celestial-alley Ah Mouy and Co., (Louis), merchants "
"S&M1870.pdf","","390","F. Ah Young, Chinese boardinghouse, Little Bourke-st. ea. Aikenhead, William, Rowena-parade, Rd. "
"S&M1870.pdf","","439","Fraser, David F.), Chinese produce merchants, 69 Little Bourke-st west Cooper, Matthew, Chapel-"
"S&M1870.pdf","","472","M. Fong Fat, Chinese fancy repos., 98 Swanston-st. Fookes, Mrs., school, 9 Smith-"
"S&M1870.pdf","","509","Pra Hung Shing, Chinese doctor, Litt Bourke-st. ea Huxnham, J., Foundry-lane, off "
"S&M1870.pdf","","526","st Kung, On, Chinese mercht., 46 Litt Bourke-st. ed Kupsch, C,, sen. and "
"S&M1870.pdf","","745","& Co. (Chinese), 59 Flinders-street west, and 61% Little Bourke street east "
"S&M1870.pdf","","746","and Yea (Chinese), 494 L. Bourkestreet east Hart, Henri J., 8 Queen-street "
"S&M1870.pdf","","746","and Co. (Chinese), 94 Little Bourke-street east Kum Win Long (Chinese), "
"S&M1870.pdf","","746","Win Long (Chinese), 66 Little Bourkestreet east Kwong Lee (Chinese), 76 Litt "
"S&M1870.pdf","","746","Kwong Lee (Chinese), 76 Litt Bourke-st. ea. -Kung On (Chinese), "
"S&M1870.pdf","","746","Kung On (Chinese), 59 Litt Bourke-st. east Lamb, Frederick, 41 Litt Flinders-"
"S&M1870.pdf","","746","OÅfHoy, John (Chinese), 74 Little Bourke-st ea Oppenheim, Leo. (commis.), 11 "
"S&M1870.pdf","","746","Kum Lee (Chinese), 92 Litt Bourke-st ea Sun Kwong Wa (Chinese), "
"S&M1870.pdf","","746","Kwong Wa (Chinese), 80 Litt Bourke-st ea Swasey, J. B., and Co., "
"S&M1870.pdf","","747","Cheong Shung (Chinese), 69 Little . Bourke-street east Wing Chong (Chinese), "
"S&M1870.pdf","","747","Wing Chong (Chinese), 569 Litt Bourke-st east ÅeWoodhouse, E. A., and "
"S&M1870.pdf","","747","Yat San (Chinese), 76 Little Bourke-street east Yok Kee (Chinese), 75 "
"S&M1870.pdf","","747","Yok Kee (Chinese), 75 Little Bourke-st east Midwives. Adamson, Mrs., Lygon-street, "
"S&M1870.pdf","","752","Hung Shing (Chinese),49 Little Bourke-st. east Hunter, Robert, 87 Cardigan-street, "
"S&M1870.pdf","","809","carrying out the Chinese Act; Melbourne, Lesley A. Moody, Williamstown, D. W. Gossett, H. "
"S&M1870.pdf","","818","R. Brown. - Chinese Mission.Å\Catechist. Sandhurst.Å\Revs. William P. Wells, William L. Blamires, "
"S&M1870.pdf","","819","2,903 Pagans (Chinese principally) 46,477 Thus in every 10,000 of the population there "

"File name","Title","Page","Search Instance"
"S&M1910.pdf","","47","13 Occupied by Chinese 15 Keating, Mrs Esther 18 Lumwah, William 17 King, John "
"S&M1910.pdf","","53","120 Shing Chong, Chinese caf. 122 Wing Lee Lacey plÅ\ 17 Lacey, Mrs Catherine "
"S&M1910.pdf","","53","houses occupied by Chinese PenderÅf's pl Perry, John, timber yard 128 Sam Yick "
"S&M1910.pdf","","53","Heffernan 1a 194 Chinese Church (Meth)~Moy lang, Rev J. 188 Sun Goon "
"S&M1910.pdf","","53","Yee Chong Loong, Chinese store 244 Kwong Yee Foong, fruit and banana mer Globe "
"S&M1910.pdf","","54","Fook Ning Hong, Chinese Herbalfst 115 See Shing. George, cabinetmaker 117 Yuem Cheung, test "
"S&M1910.pdf","","54","dlley 189 Melbourne Chinese Progress Assoclalion 191 Tuey Lee, store & HughÅfs allevÅ\ Vaecant "
"S&M1910.pdf","","54","195 Wing On, Chinese cook shop 197-199 Leonz T.ee, fey gds & "
"S&M1910.pdf","","55","Quong Mee Loong, Chinese grocer 229 Sun Nam Hie, Chinese store 231 Mee (Åe"
"S&M1910.pdf","","55","Sun Nam Hie, Chinese store 231 Mee (Åehun & .o fmporters 233 Sun "
"S&M1910.pdf","","55","Loong & Co. Chinese cook shop 285 Tang & High, plumbers 237 Wricht, P. "
"S&M1910.pdf","","56","houses occupied by Chinese CH.ANCERY LA (See Little Collins st) CHESTER LA "
"S&M1910.pdf","","78","houses oecupled by Chinese 30 Lee Gog Bros, cabipetmakers 32 Young, George, cabinetmaker 34 "
"S&M1910.pdf","","78","8 Occupied by Chinese 4 Bryan, Miss Margaret Marderos, Anthony Mansour, Sheckla Badwee, George "
"S&M1910.pdf","","78","houses occupied by Chinese 37 Ch of E Primary schoolÅ\S8ister Esther 38 Lanigan, "
"S&M1910.pdf","","78","24 Occupied by Chinese 20 Soy Lee, cabinetmaker 22 Ah Yin, cabinetmaker 12 Bond, "
"S&M1910.pdf","","80","Lovey Ah Kim, Chinese laundry . 376 McLean, Mrg Ellen dressmaker 878 Edwards ("
"S&M1910.pdf","","84","occupied by .Chinese - 820-322 Tim Kee, cabinetmsaker 824 Exhibition bhotelÅ\Norden, "
"S&M1910.pdf","","84","177 Hong Lee, Chinese laundry 179 Graham, 8. B., bootmaker 181 Burke, Richard confectioner "
"S&M1910.pdf","","85","houses occupled by Chinese 13 Ross, Mrs 8. 3 bouses occupied by Italians o "
"S&M1910.pdf","","88","124 Goon Wah Chinese laundry 126 Detmold, Wllllam Ltd, manufng statloners HockinÅfs 1a 134-"
"S&M1910.pdf","","93","houses occupied by Chinese GRIMES ALLEY (See off 578 Lit Bourke-st) GUILDFORD "
"S&M1910.pdf","","93","Quon Che On Chinese cookshop 25 Kit Tong, woodyard 22 Hey Sing . 20 "
"S&M1910.pdf","","93","Sing . 20 Chinese 32 Chinese laundry 28 Chinese 24 Sun Goon Shing, tea "
"S&M1910.pdf","","93","20 Chinese 32 Chinese laundry 28 Chinese 24 Sun Goon Shing, tea melchant HUGHÅfS "
"S&M1910.pdf","","93","Chinese laundry 28 Chinese 24 Sun Goon Shing, tea melchant HUGHÅfS ALLE! (See "
"S&M1910.pdf","","93","houses occupied by Chinese H@use cand; Land AgemÅes.. A"
"S&M1910.pdf","","96","W., cabinetmaker 17 Chinese 19 Marsh, Miss Amy, confectioner 21 Dug Cheong 23 Hoey, "
"S&M1910.pdf","","96","coal yard 1 Chinese 13 King, John T. 133 Davidson, Mrs Marion, .clothes "
"S&M1910.pdf","","97","Why, cabinetmaker 16 Chinese 18 Mow Loon, cabinetmaker Quoon Lee & Co, cabinetmakers 2-"
"S&M1910.pdf","","97","cabinetmakers 2-4 Chinese Chung, Andrew, cabinetmaker Yee Kee Sew, cabine.tmaler LILY LA Off "
"S&M1910.pdf","","98","169 Sik Kee, Chinese herbalist 173 Continental hotelÅ\Bruce, John Russell st. . { "
"S&M1910.pdf","","99","8 Occupied by Chinese \ion piÅ\ 11 Robing, Henry Sun Chong Loong, cabinetmaker "
"S&M1910.pdf","","99","Michael, grocer 14 Chinese 16 Chinese 18 Ah Tot, cabinetmaker 20 Chinese 24 Fook "
"S&M1910.pdf","","99","14 Chinese 16 Chinese 18 Ah Tot, cabinetmaker 20 Chinese 24 Fook Kee, cabinetmaker "
"S&M1910.pdf","","99","Tot, cabinetmaker 20 Chinese 24 Fook Kee, cabinetmaker 28 Chung Wor, cabinetmnaker 30 C "
"S&M1910.pdf","","99","houses occupied by Chinese Providence plÅ\ Occupled by Indians McCormackÅfs pl 42 Ying Kee, "
"S&M1910.pdf","","100","122 Qccupied by Chinese 124 Quong Hing, cabinetmaker 128-130 Wing War, cabinetmaker Hickson, "
"S&M1910.pdf","","100","houses occupied by Chinese 23-25 Chee Lung & Co, cabinetmakers : . Gorman "
"S&M1910.pdf","","101","William 2-4 Chinese . o S 13 Occupied bv Hindoos S , 5 "
"S&M1910.pdf","","101","Gow, cabinatmalker 11 Chinese 15 Ah Mee, cabinetmaker ;2 Chinege 22 20 18 "
"S&M1910.pdf","","102","houses occupied by Chinese MARKET 8T--E SIDE Off 390 Flinders st 8-10-"
"S&M1910.pdf","","103","st Occupied by Chinese IÅeBrourk% Miss Mary acan Lawrence, A., & Oo, wholesale "
"S&M1910.pdf","","104","houses occupied by Chinese QUEEN STÅ\E SIDH oft 356 Flindels Åest 2.8 "
"S&M1910.pdf","","111","24 Quong Hing, Chinese laundry City Council Electrie Supply, depdt 8-10 Longmore, anncis, "
"S&M1910.pdf","","113","Foo, mgr. 187 Chinese Empire Reform Association Clinese Times Newspaper CoÅ\Goot Chee, mgr "
"S&M1910.pdf","","113","and jeweller 205 Chinese Club Room Finegan, Joseph, cigar mfr . Matar, 8., cigarette "
"S&M1910.pdf","","116","pl - 8 Chinese 10 King, Mrs Jessie 12 Cnrisen, Mrs Lucy 14 Soutar, "
"S&M1910.pdf","","120","houxes occupled by Chinese 18-20 Lobertson & MoffatÅfs siblsÅ\Savage, G.,crtr 23 "
"S&M1910.pdf","","120","an Hsiin, Imprl Chinese Consul Parkinson Stove Co Ltd, gas stove mfrs Balfour & "
"S&M1910.pdf","","152","ST Tucker rd Chinese church ÅeTrounson, Thomas H. Burgess. Mrs Å\ Quinn, Fredk. "
